customer_id,age,gender,location,occupation,income,credit_score,kyc_status
CUST101316,55,Male,Patna,Retired,864000.0,723,Verified
CUST101317,49,Male,Chennai,Business Owner,1669000.0,394,Verified
CUST101318,42,Female,Chennai,Salaried - Government,1141000.0,705,Verified
CUST101319,40,Female,Pune,Business Owner,668000.0,401,Verified
CUST101320,26,Female,Bhopal,Professional,1048000.0,501,Verified
CUST101321,34,Female,Pune,Salaried - Government,1337000.0,603,Verified
CUST101322,47,Male,Jaipur,Self-Employed,861000.0,397,Verified
CUST101323,64,Male,Jaipur,Retired,2082000.0,776,Verified
CUST101324,63,Female,Bengaluru,Professional,667000.0,716,Verified
CUST101325,30,Male,Chennai,Student,1351000.0,309,Verified
CUST101326,54,Male,Hyderabad,Salaried - Government,1243000.0,809,Verified
CUST101327,25,Male,Chennai,Homemaker,585000.0,730,Verified
CUST101328,54,Female,Indore,Business Owner,709000.0,802,Pending
CUST101329,37,Female,Pune,Salaried - Government,1358000.0,661,Verified
CUST101330,43,Male,Kolkata,Student,965000.0,675,Verified
CUST101331,56,Female,Bhopal,Professional,1052000.0,530,Incomplete
CUST101332,41,Male,Patna,Professional,180000.0,436,Verified
CUST101333,60,Male,Bhopal,Self-Employed,1195000.0,441,Verified
CUST101334,47,Male,Jaipur,Student,1029000.0,489,Pending
CUST101335,69,Male,Coimbatore,Salaried - Private,871000.0,474,Incomplete
CUST101336,52,Female,Indore,Salaried - Private,,752,Verified
CUST101337,35,Male,Chennai,Salaried - Government,716000.0,614,Verified
CUST101338,58,Female,Bengaluru,Retired,634000.0,546,Verified
CUST101339,40,Male,Pune,Salaried - Private,791000.0,735,Pending
CUST101340,47,Female,Nagpur,Homemaker,691000.0,739,Pending
CUST101341,27,Female,Coimbatore,Salaried - Government,1881000.0,860,Verified
CUST101342,26,Female,Bhopal,Retired,1310000.0,485,Pending
CUST101343,49,Female,Bhopal,Homemaker,464000.0,445,Verified
CUST101344,30,Female,Chennai,Student,1816000.0,303,Verified
CUST101345,69,Male,Jaipur,Self-Employed,705000.0,395,Verified
CUST101346,62,Female,Bengaluru,Salaried - Private,913000.0,662,Verified
CUST101347,55,Female,Jaipur,Homemaker,1304000.0,785,Incomplete
CUST101348,57,Male,Bengaluru,Business Owner,180000.0,660,Verified
CUST101349,50,Male,Delhi,Student,793000.0,895,Verified
CUST101350,23,Male,Coimbatore,Salaried - Government,642000.0,676,Verified
CUST101351,40,Male,Indore,Professional,992000.0,829,Verified
CUST101352,45,Male,Bhopal,Salaried - Private,1067000.0,460,Verified
CUST101353,65,Male,Lucknow,Business Owner,865000.0,494,Incomplete
CUST101354,31,Female,Chennai,Salaried - Private,,786,Verified
CUST101355,45,Male,Jaipur,Homemaker,1379000.0,696,Verified
CUST101356,37,Female,Patna,Professional,1036000.0,592,Verified
CUST101357,27,Male,Jaipur,Salaried - Private,919000.0,873,Verified
CUST101358,26,Female,Hyderabad,Business Owner,967000.0,757,Incomplete
CUST101359,38,Male,Pune,Business Owner,1726000.0,477,Verified
CUST101360,25,Male,Nagpur,Retired,978000.0,666,Pending
CUST101361,24,Male,Chennai,Business Owner,668000.0,537,Verified
CUST101362,38,Female,Coimbatore,Business Owner,180000.0,549,Verified
CUST101363,30,Male,Patna,Homemaker,255000.0,783,Pending
CUST101364,48,Female,Indore,Professional,690000.0,707,Pending
CUST101365,21,Male,Ahmedabad,Homemaker,851000.0,307,Verified
CUST101366,35,Male,Chennai,Student,650000.0,644,Verified
CUST101367,43,Male,Mumbai,Homemaker,1058000.0,688,Verified
CUST101368,68,Female,Jaipur,Student,644000.0,606,Verified
CUST101369,52,Male,Pune,Retired,488000.0,479,Incomplete
CUST101370,64,Male,Delhi,Professional,1176000.0,689,Verified
CUST101371,37,Male,Indore,Professional,1516000.0,868,Verified
CUST101372,43,Male,Coimbatore,Salaried - Government,402000.0,351,Verified
CUST101373,41,Male,Pune,Homemaker,1010000.0,661,Verified
CUST101374,64,Female,Bhopal,Retired,180000.0,846,Verified
CUST101375,68,Male,Kolkata,Homemaker,236000.0,540,Verified
CUST101376,68,Male,Ahmedabad,Retired,635000.0,501,Incomplete
CUST101377,57,Female,Lucknow,Business Owner,1411000.0,448,Verified
CUST101378,45,Male,Kolkata,Self-Employed,550000.0,434,Incomplete
CUST101379,47,Male,Nagpur,Student,533000.0,534,Verified
CUST101380,69,Female,Bengaluru,Retired,916000.0,763,Verified
CUST101381,34,Female,Bhopal,Homemaker,917000.0,409,Verified
CUST101382,37,Female,Coimbatore,Professional,547000.0,438,Verified
CUST101383,64,Male,Nagpur,Professional,1794000.0,899,Verified
CUST101384,39,Female,Mumbai,Salaried - Private,781000.0,897,Verified
CUST101385,32,Male,Delhi,Salaried - Private,951000.0,436,Verified
CUST101386,48,Female,Lucknow,Retired,719000.0,552,Verified
CUST101387,36,Female,Indore,Salaried - Government,1098000.0,542,Verified
CUST101388,64,Female,Nagpur,Salaried - Private,1456000.0,477,Verified
CUST101389,65,Male,Indore,Homemaker,1649000.0,391,Verified
CUST101390,35,Male,Bengaluru,Professional,557000.0,337,Verified
CUST101391,46,Female,Ahmedabad,Salaried - Private,1395000.0,668,Verified
CUST101392,69,Male,Bhopal,Business Owner,1147000.0,325,Verified
CUST101393,57,Male,Lucknow,Business Owner,1339000.0,672,Pending
CUST101394,31,Female,Patna,Salaried - Private,859000.0,357,Verified
CUST101395,49,Female,Chennai,Professional,816000.0,392,Verified
CUST101396,51,Male,Kolkata,Business Owner,1321000.0,303,Pending
CUST101397,53,Male,Kolkata,Student,1330000.0,538,Incomplete
CUST101398,22,Male,Coimbatore,Salaried - Private,1605000.0,496,Verified
CUST101399,35,Male,Chennai,Homemaker,989000.0,499,Verified
CUST101400,62,Male,Hyderabad,Salaried - Private,852000.0,486,Verified
CUST101401,32,Female,Mumbai,Homemaker,180000.0,862,Incomplete
CUST101402,35,Female,Bengaluru,Homemaker,180000.0,558,Verified
CUST101403,36,Male,Coimbatore,Business Owner,723000.0,785,Verified
CUST101404,29,Male,Nagpur,Self-Employed,405000.0,439,Pending
CUST101405,28,Female,Chennai,Salaried - Government,1266000.0,589,Verified
CUST101406,38,Female,Bhopal,Self-Employed,310000.0,337,Verified
CUST101407,63,Female,Jaipur,Retired,674000.0,455,Verified
CUST101408,21,Male,Indore,Retired,692000.0,342,Verified
CUST101409,34,Female,Hyderabad,Salaried - Government,1442000.0,312,Verified
CUST101410,23,Male,Coimbatore,Salaried - Private,626000.0,409,Verified
CUST101411,48,Male,Pune,Professional,1104000.0,395,Verified
CUST101412,33,Female,Bhopal,Professional,988000.0,489,Verified
CUST101413,59,Male,Pune,Student,1306000.0,746,Verified
CUST101414,49,Male,Bhopal,Homemaker,1283000.0,388,Verified
CUST101415,59,Male,Pune,Professional,885000.0,666,Verified
CUST101416,52,Male,Nagpur,Professional,180000.0,519,Verified
CUST101417,42,Male,Lucknow,Retired,796000.0,541,Verified
CUST101418,63,Female,Hyderabad,Business Owner,891000.0,853,Verified
CUST101419,44,Male,Coimbatore,Retired,1029000.0,578,Verified
CUST101420,67,Male,Bhopal,Salaried - Government,568000.0,456,Verified
CUST101421,69,Female,Kolkata,Homemaker,1413000.0,442,Verified
CUST101422,49,Male,Bengaluru,Homemaker,906000.0,401,Verified
CUST101423,54,Female,Coimbatore,Business Owner,486000.0,781,Pending
CUST101424,33,Male,Patna,Business Owner,694000.0,698,Verified
CUST101425,60,Male,Bhopal,Business Owner,1768000.0,460,Verified
CUST101426,53,Male,Nagpur,Homemaker,1199000.0,594,Verified
CUST101427,65,Female,Lucknow,Salaried - Government,1372000.0,603,Incomplete
CUST101428,34,Male,Chennai,Self-Employed,431000.0,328,Verified
CUST101429,59,Female,Chennai,Professional,590000.0,845,Verified
CUST101430,44,Male,Delhi,Retired,593000.0,772,Verified
CUST101431,30,Female,Mumbai,Self-Employed,983000.0,621,Verified
CUST101432,29,Male,Bhopal,Salaried - Private,822000.0,729,Verified
CUST101433,48,Male,Nagpur,Professional,680000.0,365,Verified
CUST101434,36,Male,Bengaluru,Retired,736000.0,886,Verified
CUST101435,25,Male,Jaipur,Homemaker,543000.0,684,Verified
CUST101436,41,Male,Delhi,Salaried - Private,819000.0,862,Verified
CUST101437,52,Female,Kolkata,Salaried - Private,1401000.0,818,Verified
CUST101438,36,Male,Patna,Business Owner,219000.0,650,Verified
CUST101439,67,Male,Nagpur,Professional,1056000.0,473,Incomplete
CUST101440,59,Male,Coimbatore,Salaried - Private,1521000.0,711,Verified
CUST101441,46,Male,Hyderabad,Salaried - Government,818000.0,607,Verified
CUST101442,66,Male,Coimbatore,Business Owner,662000.0,545,Verified
CUST101443,42,Female,Patna,Self-Employed,1316000.0,726,Verified
CUST101444,27,Male,Pune,Retired,457000.0,833,Verified
CUST101445,22,Female,Hyderabad,Salaried - Private,890000.0,402,Pending
CUST101446,66,Male,Delhi,Student,432000.0,631,Verified
CUST101447,68,Male,Indore,Salaried - Government,180000.0,767,Incomplete
CUST101448,57,Female,Chennai,Business Owner,832000.0,495,Verified
CUST101449,26,Male,Hyderabad,Student,331000.0,505,Incomplete
CUST101450,35,Male,Kolkata,Retired,895000.0,305,Verified
CUST101451,23,Female,Bengaluru,Student,1402000.0,493,Verified
CUST101452,23,Female,Nagpur,Salaried - Private,1734000.0,651,Verified
CUST101453,33,Female,Bhopal,Retired,942000.0,882,Verified
CUST101454,49,Male,Bengaluru,Salaried - Private,1359000.0,615,Verified
CUST101455,24,Female,Bengaluru,Professional,1080000.0,474,Verified
CUST101456,69,Female,Mumbai,Self-Employed,728000.0,787,Verified
CUST101457,43,Female,Coimbatore,Homemaker,,412,Verified
CUST101458,33,Male,Kolkata,Salaried - Private,1632000.0,412,Pending
CUST101459,46,Male,Lucknow,Student,428000.0,612,Verified
CUST101460,59,Male,Bengaluru,Business Owner,1522000.0,789,Verified
CUST101461,36,Male,Chennai,Professional,1142000.0,427,Verified
CUST101462,23,Female,Jaipur,Professional,461000.0,309,Verified
CUST101463,23,Male,Chennai,Salaried - Private,1040000.0,734,Pending
CUST101464,62,Male,Lucknow,Self-Employed,1860000.0,652,Pending
CUST101465,26,Male,Indore,Retired,1591000.0,711,Verified
CUST101466,52,Male,Hyderabad,Student,669000.0,538,Verified
CUST101467,39,Male,Lucknow,Student,580000.0,371,Incomplete
CUST101468,59,Male,Indore,Professional,945000.0,498,Verified
CUST101469,23,Male,Indore,Self-Employed,,581,Pending
CUST101470,64,Female,Mumbai,Business Owner,1440000.0,559,Verified
CUST101471,55,Male,Delhi,Business Owner,1233000.0,833,Verified
CUST101472,43,Male,Coimbatore,Business Owner,180000.0,434,Verified
CUST101473,31,Male,Indore,Self-Employed,1106000.0,487,Verified
CUST101474,68,Male,Hyderabad,Homemaker,819000.0,410,Pending
CUST101475,35,Male,Ahmedabad,Business Owner,917000.0,642,Verified
CUST101476,45,Male,Jaipur,Salaried - Private,1012000.0,783,Verified
CUST101477,40,Male,Bhopal,Retired,1439000.0,829,Verified
CUST101478,32,Male,Patna,Retired,1340000.0,436,Verified
CUST101479,41,Female,Pune,Business Owner,563000.0,557,Incomplete
CUST101480,28,Male,Indore,Retired,874000.0,742,Verified
CUST101481,21,Male,Mumbai,Student,698000.0,327,Verified
CUST101482,35,Female,Mumbai,Student,180000.0,726,Verified
CUST101483,26,Male,Coimbatore,Homemaker,851000.0,380,Pending
CUST101484,41,Male,Bengaluru,Professional,1730000.0,320,Verified
CUST101485,63,Male,Coimbatore,Salaried - Private,180000.0,367,Verified
CUST101486,28,Male,Hyderabad,Professional,889000.0,828,Verified
CUST101487,21,Male,Pune,Homemaker,875000.0,708,Verified
CUST101488,26,Female,Mumbai,Homemaker,1029000.0,773,Verified
CUST101489,45,Female,Coimbatore,Homemaker,467000.0,714,Verified
CUST101490,34,Female,Pune,Student,259000.0,777,Verified
CUST101491,44,Male,Bengaluru,Professional,280000.0,597,Pending
CUST101492,22,Male,Ahmedabad,Salaried - Private,,785,Verified
CUST101493,37,Male,Bengaluru,Business Owner,,333,Verified
CUST101494,41,Male,Patna,Self-Employed,675000.0,649,Pending
CUST101495,42,Male,Delhi,Homemaker,1847000.0,753,Verified
CUST101496,48,Male,Ahmedabad,Homemaker,570000.0,896,Verified
CUST101497,59,Male,Pune,Business Owner,1054000.0,515,Pending
CUST101498,43,Male,Mumbai,Business Owner,1379000.0,407,Verified
CUST101499,62,Male,Mumbai,Salaried - Government,1357000.0,732,Verified
CUST101500,46,Female,Ahmedabad,Salaried - Private,301000.0,343,Verified
CUST101501,33,Male,Pune,Self-Employed,579000.0,765,Verified
CUST101502,32,Female,Delhi,Salaried - Government,1036000.0,722,Incomplete
CUST101503,36,Male,Bengaluru,Self-Employed,1768000.0,714,Verified
CUST101504,50,Male,Nagpur,Student,557000.0,476,Verified
CUST101505,32,Male,Bhopal,Retired,678000.0,372,Incomplete
CUST101506,65,Male,Lucknow,Professional,1089000.0,664,Incomplete
CUST101507,44,Male,Nagpur,Salaried - Government,1179000.0,517,Verified
CUST101508,63,Male,Delhi,Homemaker,1206000.0,535,Verified
CUST101509,54,Female,Bhopal,Retired,519000.0,412,Verified
CUST101510,37,Male,Patna,Professional,661000.0,500,Verified
CUST101511,32,Male,Chennai,Business Owner,997000.0,799,Pending
CUST101512,57,Female,Jaipur,Professional,1468000.0,835,Verified
CUST101513,37,Male,Patna,Homemaker,793000.0,509,Verified
CUST101514,33,Male,Lucknow,Retired,890000.0,385,Verified
CUST101515,66,Male,Chennai,Business Owner,438000.0,320,Verified
CUST101516,44,Male,Lucknow,Retired,1738000.0,413,Verified
CUST101517,23,Male,Patna,Student,969000.0,305,Verified
CUST101518,45,Male,Mumbai,Self-Employed,,700,Verified
CUST101519,43,Female,Jaipur,Student,913000.0,685,Verified
CUST101520,63,Male,Ahmedabad,Professional,938000.0,769,Verified
CUST101521,55,Male,Pune,Salaried - Government,225000.0,499,Pending
CUST101522,30,Male,Mumbai,Student,180000.0,799,Verified
CUST101523,28,Female,Delhi,Retired,1463000.0,401,Verified
CUST101524,50,Female,Patna,Business Owner,935000.0,438,Verified
CUST101525,23,Female,Nagpur,Salaried - Government,993000.0,849,Verified
CUST101526,36,Female,Kolkata,Student,338000.0,829,Verified
CUST101527,27,Female,Coimbatore,Homemaker,494000.0,659,Incomplete
CUST101528,22,Male,Indore,Salaried - Private,1378000.0,665,Verified
CUST101529,66,Female,Lucknow,Retired,,720,Verified
CUST101530,25,Male,Jaipur,Salaried - Private,620000.0,793,Verified
CUST101531,21,Male,Coimbatore,Self-Employed,1202000.0,438,Incomplete
CUST101532,66,Female,Lucknow,Professional,986000.0,341,Verified
CUST101533,30,Male,Coimbatore,Salaried - Government,846000.0,411,Verified
CUST101534,61,Male,Coimbatore,Professional,1733000.0,514,Verified
CUST101535,22,Male,Bengaluru,Business Owner,696000.0,441,Verified
CUST101536,28,Male,Lucknow,Professional,1458000.0,614,Verified
CUST101537,26,Female,Bhopal,Homemaker,1072000.0,382,Verified
CUST101538,55,Male,Nagpur,Salaried - Government,892000.0,646,Verified
CUST101539,51,Female,Pune,Homemaker,1517000.0,726,Verified
CUST101540,44,Male,Nagpur,Salaried - Government,1031000.0,359,Verified
CUST101541,32,Female,Ahmedabad,Salaried - Private,857000.0,472,Verified
CUST101542,25,Male,Pune,Business Owner,1521000.0,623,Verified
CUST101543,48,Female,Bengaluru,Self-Employed,1462000.0,339,Verified
CUST101544,32,Male,Hyderabad,Salaried - Government,1441000.0,699,Verified
CUST101545,49,Male,Coimbatore,Business Owner,180000.0,752,Verified
CUST101546,54,Male,Bhopal,Homemaker,1098000.0,516,Verified
CUST101547,62,Male,Bhopal,Professional,995000.0,305,Verified
CUST101548,45,Male,Indore,Retired,884000.0,600,Verified
CUST101549,21,Female,Hyderabad,Salaried - Government,1174000.0,821,Verified
CUST101550,34,Female,Lucknow,Salaried - Private,1017000.0,475,Verified
CUST101551,62,Female,Pune,Self-Employed,1205000.0,809,Verified
CUST101552,47,Male,Nagpur,Homemaker,779000.0,822,Verified
CUST101553,51,Male,Kolkata,Student,1574000.0,468,Pending
CUST101554,43,Female,Nagpur,Salaried - Private,1251000.0,659,Incomplete
CUST101555,28,Female,Patna,Business Owner,1144000.0,325,Verified
CUST101556,64,Male,Patna,Business Owner,1122000.0,630,Verified
CUST101557,58,Female,Indore,Retired,1421000.0,827,Verified
CUST101558,69,Male,Patna,Salaried - Government,1360000.0,866,Verified
CUST101559,62,Female,Hyderabad,Business Owner,849000.0,419,Verified
CUST101560,35,Female,Ahmedabad,Homemaker,1346000.0,698,Incomplete
CUST101561,33,Female,Ahmedabad,Business Owner,978000.0,339,Verified
CUST101562,33,Male,Mumbai,Homemaker,1763000.0,467,Verified
CUST101563,66,Female,Jaipur,Professional,1394000.0,801,Verified
CUST101564,48,Male,Kolkata,Professional,618000.0,685,Verified
CUST101565,43,Female,Pune,Self-Employed,1949000.0,535,Verified
CUST101566,68,Male,Delhi,Student,180000.0,876,Verified
CUST101567,50,Female,Ahmedabad,Salaried - Government,1187000.0,755,Verified
CUST101568,65,Female,Jaipur,Student,587000.0,314,Verified
CUST101569,69,Male,Delhi,Student,,347,Incomplete
CUST101570,24,Male,Lucknow,Professional,1014000.0,675,Verified
CUST101571,38,Female,Bengaluru,Homemaker,543000.0,826,Verified
CUST101572,56,Male,Bengaluru,Retired,780000.0,394,Verified
CUST101573,60,Male,Kolkata,Retired,579000.0,622,Verified
CUST101574,28,Male,Pune,Salaried - Private,762000.0,789,Verified
CUST101575,36,Male,Indore,Salaried - Government,752000.0,817,Verified
CUST101576,47,Female,Delhi,Salaried - Private,,684,Verified
CUST101577,60,Male,Pune,Salaried - Private,1022000.0,899,Verified
CUST101578,26,Male,Patna,Homemaker,1076000.0,862,Verified
CUST101579,50,Male,Chennai,Salaried - Government,452000.0,800,Verified
CUST101580,35,Male,Coimbatore,Salaried - Private,180000.0,701,Verified
CUST101581,31,Male,Patna,Student,1040000.0,891,Verified
CUST101582,46,Female,Coimbatore,Self-Employed,1139000.0,310,Verified
CUST101583,41,Male,Coimbatore,Homemaker,,353,Verified
CUST101584,52,Male,Delhi,Student,1148000.0,606,Verified
CUST101585,36,Female,Kolkata,Professional,1608000.0,702,Verified
CUST101586,61,Male,Patna,Student,1349000.0,842,Verified
CUST101587,24,Female,Mumbai,Student,2106000.0,707,Verified
CUST101588,63,Male,Kolkata,Salaried - Government,2295000.0,439,Verified
CUST101589,22,Male,Bhopal,Salaried - Government,180000.0,845,Verified
CUST101590,57,Male,Patna,Self-Employed,180000.0,349,Incomplete
CUST101591,37,Female,Kolkata,Professional,897000.0,356,Verified
CUST101592,39,Female,Nagpur,Homemaker,1127000.0,731,Verified
CUST101593,21,Male,Bhopal,Salaried - Government,866000.0,878,Verified
CUST101594,55,Male,Mumbai,Salaried - Government,1217000.0,601,Verified
CUST101595,29,Male,Hyderabad,Self-Employed,778000.0,380,Verified
CUST101596,53,Female,Coimbatore,Self-Employed,588000.0,328,Verified
CUST101597,56,Female,Mumbai,Student,656000.0,887,Verified
CUST101598,62,Female,Delhi,Business Owner,810000.0,467,Verified
CUST101599,55,Female,Pune,Homemaker,1280000.0,683,Verified
CUST101600,35,Male,Coimbatore,Salaried - Private,681000.0,496,Verified
CUST101601,57,Female,Bhopal,Salaried - Private,770000.0,428,Verified
CUST101602,61,Male,Bengaluru,Homemaker,1157000.0,700,Incomplete
CUST101603,36,Male,Pune,Salaried - Government,811000.0,743,Verified
CUST101604,27,Female,Coimbatore,Salaried - Private,1403000.0,582,Verified
CUST101605,64,Male,Chennai,Professional,486000.0,604,Verified
CUST101606,28,Female,Jaipur,Salaried - Government,389000.0,592,Verified
CUST101607,50,Female,Kolkata,Salaried - Private,1037000.0,654,Verified
CUST101608,32,Female,Patna,Business Owner,1082000.0,783,Verified
CUST101609,27,Male,Patna,Professional,511000.0,726,Verified
CUST101610,59,Male,Nagpur,Professional,1505000.0,467,Verified
CUST101611,28,Female,Delhi,Professional,1766000.0,448,Verified
CUST101612,53,Female,Kolkata,Salaried - Private,617000.0,703,Verified
CUST101613,54,Male,Bhopal,Self-Employed,1569000.0,687,Verified
CUST101614,23,Female,Kolkata,Self-Employed,180000.0,520,Verified
CUST101615,29,Male,Bhopal,Self-Employed,1384000.0,803,Incomplete
CUST101616,59,Female,Lucknow,Professional,514000.0,551,Verified
CUST101617,45,Female,Pune,Salaried - Government,1339000.0,501,Pending
CUST101618,26,Male,Delhi,Retired,467000.0,633,Verified
CUST101619,69,Male,Coimbatore,Student,869000.0,415,Verified
CUST101620,33,Female,Nagpur,Retired,535000.0,717,Verified
CUST101621,21,Female,Indore,Business Owner,804000.0,838,Verified
CUST101622,66,Female,Hyderabad,Business Owner,1723000.0,867,Verified
CUST101623,21,Male,Hyderabad,Professional,851000.0,568,Verified
CUST101624,48,Female,Hyderabad,Retired,1850000.0,461,Verified
CUST101625,69,Male,Mumbai,Self-Employed,726000.0,587,Verified
CUST101626,49,Male,Bengaluru,Salaried - Private,1571000.0,362,Verified
CUST101627,49,Male,Hyderabad,Retired,180000.0,700,Verified
CUST101628,40,Female,Coimbatore,Retired,771000.0,557,Verified
CUST101629,27,Female,Chennai,Salaried - Private,659000.0,373,Verified
CUST101630,49,Female,Ahmedabad,Retired,1592000.0,628,Pending
CUST101631,64,Female,Jaipur,Salaried - Private,983000.0,731,Incomplete
CUST101632,25,Male,Pune,Retired,180000.0,436,Verified
CUST101633,64,Male,Indore,Retired,310000.0,542,Verified
CUST101634,41,Male,Delhi,Salaried - Private,,834,Verified
CUST101635,47,Male,Indore,Retired,1320000.0,725,Verified
CUST101636,29,Male,Patna,Salaried - Private,1262000.0,779,Verified
CUST101637,51,Female,Hyderabad,Self-Employed,765000.0,569,Verified
CUST101638,29,Female,Patna,Retired,653000.0,596,Verified
CUST101639,34,Female,Kolkata,Self-Employed,1222000.0,598,Verified
CUST101640,56,Male,Coimbatore,Student,392000.0,570,Pending
CUST101641,23,Male,Mumbai,Student,1106000.0,386,Verified
CUST101642,42,Male,Mumbai,Student,1068000.0,324,Verified
CUST101643,50,Male,Jaipur,Salaried - Private,776000.0,799,Verified
CUST101644,27,Male,Indore,Salaried - Government,1079000.0,622,Verified
CUST101645,35,Male,Mumbai,Salaried - Government,946000.0,619,Pending
CUST101646,37,Male,Patna,Professional,1124000.0,657,Verified
CUST101647,53,Female,Coimbatore,Business Owner,300000.0,547,Incomplete
CUST101648,68,Male,Ahmedabad,Retired,,834,Verified
CUST101649,61,Male,Indore,Self-Employed,1362000.0,581,Verified
CUST101650,30,Male,Patna,Salaried - Government,1044000.0,600,Verified
CUST101651,21,Male,Chennai,Retired,1171000.0,618,Verified
CUST101652,23,Male,Nagpur,Professional,851000.0,394,Pending
CUST101653,50,Male,Bhopal,Retired,1301000.0,404,Verified
CUST101654,28,Female,Mumbai,Self-Employed,929000.0,408,Verified
CUST101655,32,Male,Jaipur,Professional,383000.0,452,Verified
CUST101656,62,Female,Lucknow,Student,1269000.0,395,Verified
CUST101657,63,Male,Nagpur,Professional,180000.0,434,Incomplete
CUST101658,62,Male,Patna,Student,1027000.0,863,Verified
CUST101659,33,Male,Ahmedabad,Business Owner,727000.0,516,Verified
CUST101660,51,Male,Hyderabad,Salaried - Private,698000.0,776,Verified
CUST101661,50,Male,Bengaluru,Homemaker,977000.0,535,Verified
CUST101662,30,Female,Delhi,Business Owner,581000.0,794,Incomplete
CUST101663,48,Male,Lucknow,Salaried - Private,1130000.0,751,Verified
CUST101664,46,Female,Coimbatore,Salaried - Government,926000.0,804,Incomplete
CUST101665,40,Male,Delhi,Self-Employed,,473,Verified
CUST101666,57,Male,Bhopal,Salaried - Government,1502000.0,357,Verified
CUST101667,54,Male,Jaipur,Retired,992000.0,484,Verified
CUST101668,47,Male,Bengaluru,Professional,1184000.0,721,Verified
CUST101669,56,Male,Chennai,Self-Employed,1537000.0,692,Verified
CUST101670,58,Female,Hyderabad,Salaried - Private,1530000.0,722,Verified
CUST101671,48,Female,Bhopal,Salaried - Private,1161000.0,896,Verified
CUST101672,34,Female,Hyderabad,Student,764000.0,434,Verified
CUST101673,58,Male,Nagpur,Self-Employed,257000.0,566,Verified
CUST101674,56,Female,Pune,Salaried - Private,,594,Pending
CUST101675,69,Male,Delhi,Retired,,389,Pending
CUST101676,28,Female,Delhi,Homemaker,1059000.0,697,Verified
CUST101677,41,Female,Kolkata,Salaried - Private,180000.0,329,Verified
CUST101678,66,Female,Kolkata,Student,1292000.0,838,Verified
CUST101679,46,Female,Patna,Retired,1319000.0,353,Verified
CUST101680,67,Female,Ahmedabad,Self-Employed,764000.0,366,Verified
CUST101681,21,Male,Bengaluru,Homemaker,1345000.0,404,Verified
CUST101682,22,Female,Chennai,Business Owner,1183000.0,835,Verified
CUST101683,60,Male,Jaipur,Retired,592000.0,816,Verified
CUST101684,38,Female,Pune,Salaried - Government,1472000.0,853,Pending
CUST101685,46,Female,Bhopal,Salaried - Government,330000.0,799,Verified
CUST101686,41,Male,Indore,Homemaker,874000.0,854,Incomplete
CUST101687,40,Male,Pune,Homemaker,829000.0,582,Verified
CUST101688,67,Male,Jaipur,Salaried - Private,529000.0,302,Verified
CUST101689,25,Male,Nagpur,Salaried - Government,1037000.0,562,Verified
CUST101690,58,Male,Chennai,Professional,1490000.0,432,Pending
CUST101691,64,Female,Ahmedabad,Student,,446,Verified
CUST101692,53,Male,Hyderabad,Retired,1226000.0,714,Verified
CUST101693,40,Female,Lucknow,Retired,180000.0,400,Verified
CUST101694,28,Male,Patna,Business Owner,299000.0,493,Verified
CUST101695,54,Male,Bengaluru,Salaried - Private,975000.0,535,Verified
CUST101696,43,Male,Bengaluru,Homemaker,885000.0,336,Verified
CUST101697,28,Female,Mumbai,Homemaker,,720,Verified
CUST101698,38,Male,Mumbai,Business Owner,,757,Verified
CUST101699,68,Male,Mumbai,Professional,948000.0,635,Incomplete
CUST101700,34,Male,Bhopal,Salaried - Government,1144000.0,317,Pending
CUST101701,29,Female,Indore,Business Owner,1345000.0,772,Verified
CUST101702,54,Male,Kolkata,Salaried - Government,925000.0,567,Verified
CUST101703,30,Female,Indore,Business Owner,2066000.0,459,Verified
CUST101704,66,Female,Bhopal,Salaried - Government,477000.0,868,Verified
CUST101705,63,Female,Nagpur,Professional,627000.0,815,Incomplete
CUST101706,69,Male,Patna,Salaried - Government,476000.0,564,Incomplete
CUST101707,65,Male,Bengaluru,Retired,1603000.0,565,Verified
CUST101708,32,Male,Ahmedabad,Professional,1261000.0,847,Pending
CUST101709,31,Male,Ahmedabad,Student,,414,Verified
CUST101710,37,Female,Lucknow,Salaried - Government,511000.0,545,Incomplete
CUST101711,44,Male,Patna,Self-Employed,1523000.0,642,Verified
CUST101712,64,Male,Delhi,Salaried - Government,1063000.0,508,Verified
CUST101713,56,Male,Bhopal,Retired,1535000.0,489,Verified
CUST101714,52,Male,Nagpur,Salaried - Private,873000.0,364,Verified
CUST101715,64,Male,Delhi,Retired,,460,Verified
CUST101716,52,Female,Kolkata,Homemaker,1035000.0,514,Verified
CUST101717,39,Male,Indore,Retired,619000.0,802,Verified
CUST101718,41,Female,Mumbai,Salaried - Government,835000.0,502,Verified
CUST101719,46,Female,Bengaluru,Business Owner,367000.0,396,Verified
CUST101720,25,Male,Nagpur,Professional,1122000.0,807,Verified
CUST101721,57,Male,Bengaluru,Business Owner,1243000.0,511,Verified
CUST101722,52,Male,Bhopal,Business Owner,1346000.0,851,Verified
CUST101723,56,Male,Indore,Homemaker,1200000.0,365,Verified
CUST101724,47,Male,Ahmedabad,Homemaker,842000.0,313,Verified
CUST101725,59,Female,Ahmedabad,Self-Employed,1598000.0,853,Incomplete
CUST101726,67,Female,Kolkata,Self-Employed,1302000.0,358,Pending
