policy_id,customer_id,policy_type,premium,sum_assured,tenure_months,start_date,end_date,channel,product_name
POL201945,CUST101079,Health,17200.0,409000.0,24,2022-08-13,2024-08-02,Bancassurance,Individual Health
POL201946,CUST102903,Property,8700.0,344000.0,36,2024-02-04,2027-01-19,Online,Fire & Allied Perils
POL201947,CUST104790,Motor,32700.0,686000.0,12,2024-05-29,2025-05-24,Broker,Motor Comprehensive
POL201948,CUST101748,Health,24400.0,513000.0,6,2022-11-16,2023-05-15,Agent,Individual Health
POL201949,CUST104304,Motor,48100.0,851000.0,24,2021-12-18,2023-12-08,Online,Motor Comprehensive
POL201950,CUST102320,Motor,45300.0,1312000.0,12,2022-08-30,2023-08-25,Broker,Motor Own-Damage
POL201951,CUST100828,Travel,15600.0,795000.0,60,2023-12-05,2028-11-08,Online,International Travel
POL201952,CUST102481,Motor,17400.0,405000.0,12,2023-03-13,2024-03-07,Agent,Motor Comprehensive
POL201953,CUST102497,Health,8200.0,430000.0,24,2024-03-07,2026-02-25,Bancassurance,Family Floater
POL201954,CUST100122,Motor,8900.0,531000.0,36,2021-06-07,2024-05-22,Bancassurance,Motor Own-Damage
POL201955,CUST102396,Health,14200.0,549000.0,12,2024-10-16,2025-10-11,Agent,Critical Illness
POL201956,CUST100818,Property,23000.0,1160000.0,6,2021-04-19,2021-10-16,Agent,Property All-Risk
POL201957,CUST103972,Health,47700.0,2149000.0,24,2023-09-04,2025-08-24,Online,Critical Illness
POL201958,CUST102706,Property,9100.0,325000.0,24,2021-01-16,2023-01-06,Bancassurance,Property All-Risk
POL201959,CUST101520,Health,14700.0,409000.0,36,2022-08-29,2025-08-13,Agent,Individual Health
POL201960,CUST100013,Marine,26300.0,1189000.0,12,2022-08-26,2023-08-21,Online,Marine Hull
POL201961,CUST102854,Property,17200.0,437000.0,12,2022-12-24,2023-12-19,Bancassurance,Property All-Risk
POL201962,CUST103520,Motor,21900.0,692000.0,6,2022-11-04,2023-05-03,Bancassurance,Motor Third-Party
POL201963,CUST102120,Marine,16400.0,360000.0,24,2021-04-21,2023-04-11,Agent,Marine Cargo
POL201964,CUST104527,Motor,6600.0,271000.0,12,2024-10-13,2025-10-08,Online,Motor Own-Damage
POL201965,CUST100981,Health,32100.0,719000.0,12,2023-04-11,2024-04-05,Agent,Critical Illness
POL201966,CUST103772,Motor,22200.0,1134000.0,12,2024-08-22,2025-08-17,Online,Motor Third-Party
POL201967,CUST102478,Health,10800.0,393000.0,12,2021-08-19,2022-08-14,Online,Critical Illness
POL201968,CUST101570,Travel,13700.0,645000.0,6,2022-07-10,2023-01-06,Agent,Domestic Travel
POL201969,CUST101440,Property,10100.0,358000.0,24,2022-01-14,2024-01-04,Agent,Property All-Risk
POL201970,CUST102249,Health,23900.0,1191000.0,12,2024-11-16,2025-11-11,Direct,Family Floater
POL201971,CUST100402,Travel,4700.0,258000.0,12,2022-12-01,2023-11-26,Bancassurance,Domestic Travel
POL201972,CUST103253,Health,9800.0,354000.0,24,2021-08-19,2023-08-09,Online,Family Floater
POL201973,CUST102044,Motor,12500.0,395000.0,60,2022-12-02,2027-11-06,Broker,Motor Comprehensive
POL201974,CUST103402,Property,12700.0,602000.0,36,2021-12-13,2024-11-27,Broker,Home Shield
POL201975,CUST102576,Motor,7800.0,456000.0,36,2023-05-03,2026-04-17,Agent,Motor Third-Party
POL201976,CUST104887,Property,16200.0,371000.0,24,2023-01-28,2025-01-17,Broker,Fire & Allied Perils
POL201977,CUST100413,Motor,4700.0,228000.0,24,2024-02-04,2026-01-24,Agent,Motor Third-Party
POL201978,CUST102464,Motor,24200.0,367000.0,24,2022-06-29,2024-06-18,Broker,Motor Own-Damage
POL201979,CUST102681,Health,38700.0,2289000.0,12,2021-11-08,2022-11-03,Online,Individual Health
POL201980,CUST101247,Health,19200.0,976000.0,12,2023-02-14,2024-02-09,Online,Family Floater
POL201981,CUST103361,Motor,7900.0,455000.0,24,2022-07-13,2024-07-02,Online,Motor Comprehensive
POL201982,CUST101810,Motor,22800.0,452000.0,24,2021-01-09,2022-12-30,Online,Motor Own-Damage
POL201983,CUST103817,Motor,12800.0,221000.0,24,2022-06-12,2024-06-01,Agent,Motor Comprehensive
POL201984,CUST104612,Property,19200.0,665000.0,60,2023-09-14,2028-08-18,Bancassurance,Property All-Risk
POL201985,CUST104268,Health,16600.0,293000.0,12,2023-10-30,2024-10-24,Agent,Critical Illness
POL201986,CUST103163,Motor,25900.0,452000.0,36,2022-02-06,2025-01-21,Agent,Motor Own-Damage
POL201987,CUST103589,Motor,19000.0,363000.0,12,2023-10-19,2024-10-13,Bancassurance,Motor Comprehensive
POL201988,CUST104321,Motor,12100.0,215000.0,12,2022-03-26,2023-03-21,Agent,Motor Own-Damage
POL201989,CUST104903,Health,9500.0,184000.0,12,2021-01-04,2021-12-30,Bancassurance,Critical Illness
POL201990,CUST103620,Health,13300.0,419000.0,36,2024-08-24,2027-08-09,Online,Critical Illness
POL201991,CUST104564,Motor,28000.0,1052000.0,60,2021-01-12,2025-12-17,Bancassurance,Motor Own-Damage
POL201992,CUST104827,Travel,13000.0,256000.0,12,2024-07-18,2025-07-13,Online,Domestic Travel
POL201993,CUST100879,Motor,21600.0,947000.0,12,2021-06-20,2022-06-15,Online,Motor Third-Party
POL201994,CUST102506,Health,22500.0,953000.0,12,2022-08-17,2023-08-12,Online,Individual Health
POL201995,CUST101787,Life,14100.0,399000.0,36,2023-05-04,2026-04-18,Online,Endowment Plan
POL201996,CUST104749,Health,13400.0,384000.0,36,2022-07-04,2025-06-18,Bancassurance,Individual Health
POL201997,CUST103720,Motor,15200.0,902000.0,12,2021-12-21,2022-12-16,Online,Motor Own-Damage
POL201998,CUST104429,Health,5200.0,148000.0,12,2024-02-28,2025-02-22,Agent,Family Floater
POL201999,CUST101747,Health,20500.0,1143000.0,12,2022-09-12,2023-09-07,Online,Individual Health
POL202000,CUST104215,Property,11400.0,276000.0,36,2023-12-02,2026-11-16,Online,Fire & Allied Perils
POL202001,CUST100406,Health,17800.0,411000.0,24,2021-01-01,2022-12-22,Broker,Individual Health
POL202002,CUST104695,Marine,10700.0,575000.0,12,2021-07-21,2022-07-16,Broker,Marine Cargo
POL202003,CUST101149,Health,34000.0,1439000.0,24,2023-01-02,2024-12-22,Bancassurance,Critical Illness
POL202004,CUST102627,Life,34500.0,1706000.0,12,2022-08-07,2023-08-02,Bancassurance,ULIP
POL202005,CUST103581,Motor,22400.0,916000.0,12,2024-06-29,2025-06-24,Bancassurance,Motor Third-Party
POL202006,CUST103714,Marine,2600.0,153000.0,12,2022-12-29,2023-12-24,Online,Marine Cargo
POL202007,CUST101061,Motor,14500.0,236000.0,24,2024-06-10,2026-05-31,Agent,Motor Own-Damage
POL202008,CUST102776,Health,26000.0,566000.0,12,2022-11-22,2023-11-17,Online,Critical Illness
POL202009,CUST102652,Health,51600.0,1032000.0,36,2023-07-02,2026-06-16,Online,Critical Illness
POL202010,CUST103881,Travel,6400.0,289000.0,36,2021-05-30,2024-05-14,Agent,Domestic Travel
POL202011,CUST101604,Health,2700.0,79000.0,6,2022-06-14,2022-12-11,Agent,Family Floater
POL202012,CUST103818,Motor,11400.0,575000.0,24,2023-07-10,2025-06-29,Agent,Motor Third-Party
POL202013,CUST103081,Travel,10500.0,216000.0,12,2022-03-05,2023-02-28,Online,Domestic Travel
POL202014,CUST103792,Property,22300.0,565000.0,12,2023-07-19,2024-07-13,Broker,Home Shield
POL202015,CUST104376,Life,7600.0,136000.0,12,2023-03-29,2024-03-23,Agent,Term Life
POL202016,CUST102142,Health,10900.0,651000.0,12,2024-02-19,2025-02-13,Broker,Critical Illness
POL202017,CUST102160,Health,11600.0,549000.0,24,2023-09-30,2025-09-19,Agent,Family Floater
POL202018,CUST103981,Travel,18100.0,360000.0,6,2023-06-02,2023-11-29,Agent,International Travel
POL202019,CUST103909,Motor,21600.0,953000.0,12,2021-05-08,2022-05-03,Broker,Motor Own-Damage
POL202020,CUST104382,Life,9700.0,337000.0,24,2021-03-06,2023-02-24,Broker,Term Life
POL202021,CUST102752,Life,18200.0,1023000.0,12,2023-07-05,2024-06-29,Agent,Endowment Plan
POL202022,CUST103181,Travel,3000.0,63000.0,60,2021-12-23,2026-11-27,Agent,International Travel
POL202023,CUST100295,Health,35800.0,582000.0,24,2023-08-25,2025-08-14,Agent,Individual Health
POL202024,CUST102273,Motor,8400.0,184000.0,24,2023-02-21,2025-02-10,Agent,Motor Comprehensive
POL202025,CUST101231,Property,29400.0,1681000.0,12,2022-01-02,2022-12-28,Bancassurance,Property All-Risk
POL202026,CUST104266,Travel,10400.0,591000.0,12,2022-08-30,2023-08-25,Online,International Travel
POL202027,CUST100612,Marine,22200.0,402000.0,36,2022-07-30,2025-07-14,Agent,Marine Hull
POL202028,CUST103892,Motor,12800.0,493000.0,12,2023-06-12,2024-06-06,Agent,Motor Comprehensive
POL202029,CUST104184,Health,25000.0,1145000.0,24,2021-11-21,2023-11-11,Bancassurance,Critical Illness
POL202030,CUST102348,Life,28300.0,430000.0,12,2021-04-15,2022-04-10,Broker,Term Life
POL202031,CUST103340,Life,33800.0,532000.0,24,2022-05-20,2024-05-09,Online,ULIP
POL202032,CUST102899,Motor,20100.0,362000.0,12,2022-03-26,2023-03-21,Bancassurance,Motor Comprehensive
POL202033,CUST103445,Motor,3900.0,182000.0,12,2022-12-22,2023-12-17,Agent,Motor Third-Party
POL202034,CUST103429,Motor,7800.0,447000.0,60,2021-11-14,2026-10-19,Broker,Motor Own-Damage
POL202035,CUST101265,Motor,34600.0,625000.0,60,2022-05-24,2027-04-28,Agent,Motor Third-Party
POL202036,CUST103441,Health,14000.0,301000.0,12,2023-05-03,2024-04-27,Online,Critical Illness
POL202037,CUST104508,Travel,13300.0,479000.0,36,2021-10-09,2024-09-23,Online,International Travel
POL202038,CUST101555,Life,22900.0,800000.0,6,2021-06-29,2021-12-26,Online,Endowment Plan
POL202039,CUST101532,Motor,20800.0,511000.0,24,2024-11-28,2026-11-18,Online,Motor Own-Damage
POL202040,CUST101463,Life,45400.0,1090000.0,24,2022-05-11,2024-04-30,Bancassurance,Term Life
POL202041,CUST104558,Health,15100.0,321000.0,12,2022-12-09,2023-12-04,Agent,Family Floater
POL202042,CUST104436,Life,13800.0,363000.0,24,2024-05-25,2026-05-15,Agent,Endowment Plan
POL202043,CUST101738,Marine,27700.0,1464000.0,24,2023-03-27,2025-03-16,Online,Marine Cargo
POL202044,CUST104685,Motor,23500.0,836000.0,12,2023-10-29,2024-10-23,Bancassurance,Motor Third-Party
POL202045,CUST103807,Travel,6400.0,360000.0,36,2022-11-04,2025-10-19,Bancassurance,Domestic Travel
POL202046,CUST102010,Motor,14000.0,740000.0,24,2022-10-12,2024-10-01,Bancassurance,Motor Third-Party
POL202047,CUST104125,Life,47200.0,1831000.0,24,2023-03-27,2025-03-16,Broker,Term Life
POL202048,CUST104566,Marine,9100.0,474000.0,12,2023-01-04,2023-12-30,Agent,Marine Cargo
POL202049,CUST104342,Life,13600.0,305000.0,12,2021-03-09,2022-03-04,Agent,Endowment Plan
POL202050,CUST102353,Motor,40700.0,1784000.0,12,2021-01-23,2022-01-18,Agent,Motor Third-Party
POL202051,CUST101083,Motor,40200.0,2304000.0,24,2021-01-13,2023-01-03,Agent,Motor Own-Damage
POL202052,CUST100836,Motor,32000.0,1372000.0,24,2024-04-03,2026-03-24,Agent,Motor Third-Party
POL202053,CUST104136,Motor,12500.0,464000.0,12,2023-11-26,2024-11-20,Agent,Motor Comprehensive
POL202054,CUST103664,Motor,10100.0,449000.0,24,2022-04-08,2024-03-28,Agent,Motor Third-Party
POL202055,CUST103544,Motor,27200.0,575000.0,36,2024-06-25,2027-06-10,Agent,Motor Own-Damage
POL202056,CUST100229,Health,35600.0,1006000.0,12,2021-12-29,2022-12-24,Bancassurance,Family Floater
POL202057,CUST104826,Motor,14900.0,393000.0,12,2023-02-18,2024-02-13,Broker,Motor Comprehensive
POL202058,CUST100569,Health,19800.0,402000.0,24,2022-04-13,2024-04-02,Online,Critical Illness
POL202059,CUST102902,Life,9600.0,450000.0,12,2023-10-19,2024-10-13,Broker,Term Life
POL202060,CUST104705,Motor,5400.0,235000.0,12,2021-10-19,2022-10-14,Online,Motor Own-Damage
POL202061,CUST101210,Life,5800.0,315000.0,36,2022-02-08,2025-01-23,Bancassurance,Endowment Plan
POL202062,CUST102588,Life,15100.0,701000.0,60,2024-04-08,2029-03-13,Broker,ULIP
POL202063,CUST104200,Health,8900.0,459000.0,24,2021-01-28,2023-01-18,Online,Critical Illness
POL202064,CUST101331,Health,19000.0,404000.0,12,2021-03-26,2022-03-21,Agent,Critical Illness
POL202065,CUST100508,Life,10000.0,179000.0,12,2022-01-30,2023-01-25,Agent,ULIP
POL202066,CUST102402,Health,31000.0,982000.0,6,2022-11-24,2023-05-23,Direct,Individual Health
POL202067,CUST103975,Health,11900.0,249000.0,12,2023-03-15,2024-03-09,Online,Family Floater
POL202068,CUST102890,Property,13100.0,649000.0,12,2023-08-17,2024-08-11,Bancassurance,Property All-Risk
POL202069,CUST102213,Property,34700.0,1197000.0,24,2023-10-13,2025-10-02,Online,Home Shield
POL202070,CUST103194,Health,17900.0,1024000.0,12,2021-03-15,2022-03-10,Online,Individual Health
POL202071,CUST100258,Health,19200.0,364000.0,12,2022-11-26,2023-11-21,Bancassurance,Family Floater
POL202072,CUST101741,Property,13300.0,766000.0,60,2023-02-06,2028-01-11,Agent,Fire & Allied Perils
POL202073,CUST104389,Health,16800.0,802000.0,24,2024-06-09,2026-05-30,Online,Family Floater
POL202074,CUST101937,Life,7200.0,368000.0,24,2022-08-15,2024-08-04,Agent,ULIP
POL202075,CUST104825,Motor,27700.0,1029000.0,12,2024-03-01,2025-02-24,Agent,Motor Third-Party
POL202076,CUST102748,Motor,10600.0,333000.0,60,2023-11-26,2028-10-30,Bancassurance,Motor Own-Damage
POL202077,CUST104669,Health,6300.0,300000.0,24,2022-09-27,2024-09-16,Online,Family Floater
POL202078,CUST103133,Property,27600.0,1630000.0,6,2024-07-16,2025-01-12,Agent,Fire & Allied Perils
POL202079,CUST102094,Health,20900.0,338000.0,12,2021-05-24,2022-05-19,Agent,Individual Health
POL202080,CUST104606,Travel,22700.0,950000.0,12,2021-02-18,2022-02-13,Bancassurance,International Travel
POL202081,CUST101349,Property,15700.0,410000.0,60,2023-08-16,2028-07-20,Agent,Property All-Risk
POL202082,CUST101961,Property,36500.0,1205000.0,12,2022-01-28,2023-01-23,Agent,Fire & Allied Perils
POL202083,CUST103612,Property,10300.0,421000.0,24,2022-02-03,2024-01-24,Agent,Property All-Risk
POL202084,CUST104373,Motor,14800.0,366000.0,24,2023-08-05,2025-07-25,Online,Motor Third-Party
POL202085,CUST100966,Health,3500.0,54000.0,12,2023-02-25,2024-02-20,Online,Critical Illness
POL202086,CUST104966,Motor,2000.0,36000.0,60,2024-10-28,2029-10-02,Bancassurance,Motor Own-Damage
POL202087,CUST102153,Health,18000.0,291000.0,12,2022-07-21,2023-07-16,Broker,Critical Illness
POL202088,CUST101695,Motor,21100.0,359000.0,24,2024-10-22,2026-10-12,Agent,Motor Third-Party
POL202089,CUST100642,Life,17300.0,388000.0,24,2024-10-11,2026-10-01,Bancassurance,Term Life
POL202090,CUST100136,Property,21200.0,742000.0,12,2024-12-25,2025-12-20,Online,Property All-Risk
POL202091,CUST102786,Motor,27200.0,962000.0,12,2023-06-16,2024-06-10,Direct,Motor Third-Party
POL202092,CUST103021,Health,14800.0,230000.0,12,2024-05-25,2025-05-20,Broker,Critical Illness
POL202093,CUST100469,Life,12800.0,207000.0,24,2021-03-04,2023-02-22,Bancassurance,Term Life
POL202094,CUST104518,Life,8100.0,214000.0,12,2021-06-22,2022-06-17,Bancassurance,Term Life
POL202095,CUST102719,Travel,19000.0,327000.0,12,2021-10-01,2022-09-26,Bancassurance,Domestic Travel
POL202096,CUST100266,Motor,29200.0,708000.0,12,2024-03-28,2025-03-23,Agent,Motor Own-Damage
POL202097,CUST104206,Motor,23700.0,393000.0,12,2024-11-09,2025-11-04,Bancassurance,Motor Comprehensive
POL202098,CUST100985,Property,45200.0,854000.0,12,2021-08-30,2022-08-25,Agent,Home Shield
POL202099,CUST103364,Motor,16500.0,738000.0,12,2021-11-01,2022-10-27,Agent,Motor Third-Party
POL202100,CUST103380,Property,11900.0,251000.0,12,2023-01-15,2024-01-10,Agent,Property All-Risk
POL202101,CUST104051,Motor,14300.0,502000.0,24,2022-05-13,2024-05-02,Agent,Motor Comprehensive
POL202102,CUST104048,Health,25000.0,1284000.0,12,2023-04-16,2024-04-10,Agent,Critical Illness
POL202103,CUST104928,Life,21100.0,372000.0,12,2024-11-18,2025-11-13,Online,Endowment Plan
POL202104,CUST100433,Property,10600.0,288000.0,12,2023-07-04,2024-06-28,Broker,Property All-Risk
POL202105,CUST101824,Motor,18400.0,794000.0,12,2024-07-04,2025-06-29,Online,Motor Own-Damage
POL202106,CUST101818,Property,9900.0,226000.0,6,2021-07-02,2021-12-29,Agent,Property All-Risk
POL202107,CUST101881,Property,21200.0,814000.0,24,2021-11-14,2023-11-04,Agent,Home Shield
POL202108,CUST101193,Property,4200.0,194000.0,12,2024-01-17,2025-01-11,Agent,Fire & Allied Perils
POL202109,CUST101169,Travel,5300.0,306000.0,6,2021-11-04,2022-05-03,Online,Domestic Travel
POL202110,CUST104824,Property,6300.0,371000.0,12,2021-04-13,2022-04-08,Broker,Fire & Allied Perils
POL202111,CUST104494,Property,8300.0,185000.0,24,2023-05-27,2025-05-16,Broker,Property All-Risk
POL202112,CUST103412,Health,20000.0,1088000.0,12,2024-10-30,2025-10-25,Direct,Individual Health
POL202113,CUST102774,Property,24600.0,427000.0,60,2024-02-18,2029-01-22,Broker,Fire & Allied Perils
POL202114,CUST102378,Travel,15400.0,543000.0,12,2023-01-24,2024-01-19,Bancassurance,International Travel
POL202115,CUST103410,Life,6300.0,228000.0,24,2023-09-20,2025-09-09,Bancassurance,Endowment Plan
POL202116,CUST104311,Motor,27800.0,522000.0,12,2022-04-21,2023-04-16,Broker,Motor Third-Party
POL202117,CUST102131,Motor,14600.0,427000.0,12,2022-12-15,2023-12-10,Broker,Motor Third-Party
POL202118,CUST102688,Property,31200.0,1560000.0,12,2021-10-17,2022-10-12,Bancassurance,Home Shield
POL202119,CUST104560,Travel,16500.0,407000.0,12,2023-05-25,2024-05-19,Online,Domestic Travel
POL202120,CUST104556,Motor,4800.0,207000.0,36,2024-09-10,2027-08-26,Agent,Motor Third-Party
POL202121,CUST101149,Travel,9200.0,537000.0,12,2022-01-21,2023-01-16,Agent,Domestic Travel
POL202122,CUST101194,Motor,4300.0,75000.0,24,2023-11-09,2025-10-29,Bancassurance,Motor Own-Damage
POL202123,CUST101021,Health,2500.0,39000.0,12,2022-05-01,2023-04-26,Broker,Individual Health
POL202124,CUST100136,Marine,12100.0,326000.0,12,2023-03-24,2024-03-18,Online,Marine Hull
POL202125,CUST103472,Travel,16600.0,321000.0,12,2022-11-10,2023-11-05,Broker,International Travel
POL202126,CUST102143,Health,32100.0,603000.0,24,2023-11-22,2025-11-11,Bancassurance,Critical Illness
POL202127,CUST100158,Travel,20200.0,677000.0,36,2021-04-28,2024-04-12,Agent,International Travel
POL202128,CUST101021,Property,25500.0,1131000.0,24,2024-06-16,2026-06-06,Bancassurance,Fire & Allied Perils
POL202129,CUST102660,Property,11000.0,533000.0,24,2021-10-06,2023-09-26,Bancassurance,Fire & Allied Perils
POL202130,CUST104178,Property,6400.0,127000.0,12,2022-11-20,2023-11-15,Online,Property All-Risk
POL202131,CUST103314,Health,16400.0,667000.0,12,2022-07-24,2023-07-19,Direct,Individual Health
POL202132,CUST102664,Motor,11100.0,525000.0,24,2024-11-05,2026-10-26,Agent,Motor Own-Damage
POL202133,CUST100932,Motor,24000.0,1025000.0,12,2023-01-05,2023-12-31,Online,Motor Comprehensive
POL202134,CUST101443,Motor,11400.0,409000.0,36,2021-12-01,2024-11-15,Broker,Motor Third-Party
POL202135,CUST103909,Motor,20200.0,704000.0,36,2024-04-29,2027-04-14,Agent,Motor Comprehensive
POL202136,CUST103867,Motor,40100.0,2008000.0,12,2024-02-17,2025-02-11,Online,Motor Third-Party
POL202137,CUST104340,Motor,23300.0,592000.0,6,2024-05-30,2024-11-26,Direct,Motor Third-Party
POL202138,CUST102634,Life,33300.0,778000.0,12,2023-07-17,2024-07-11,Online,ULIP
POL202139,CUST101365,Motor,5000.0,88000.0,12,2022-11-21,2023-11-16,Bancassurance,Motor Comprehensive
POL202140,CUST102513,Health,6000.0,199000.0,12,2024-12-30,2025-12-25,Online,Critical Illness
POL202141,CUST104481,Motor,17000.0,763000.0,12,2024-01-05,2024-12-30,Online,Motor Own-Damage
POL202142,CUST100903,Motor,23200.0,895000.0,24,2024-05-31,2026-05-21,Broker,Motor Third-Party
POL202143,CUST104234,Life,19800.0,373000.0,12,2024-11-17,2025-11-12,Online,Term Life
POL202144,CUST104976,Marine,8800.0,525000.0,60,2024-12-13,2029-11-17,Direct,Marine Hull
POL202145,CUST104099,Life,22200.0,704000.0,24,2021-08-14,2023-08-04,Broker,Term Life
POL202146,CUST103295,Life,17800.0,269000.0,24,2023-10-11,2025-09-30,Agent,ULIP
POL202147,CUST102045,Travel,11300.0,478000.0,12,2024-05-26,2025-05-21,Direct,International Travel
POL202148,CUST104274,Life,32000.0,491000.0,12,2023-04-20,2024-04-14,Online,Term Life
POL202149,CUST100804,Motor,23100.0,1284000.0,12,2024-11-23,2025-11-18,Broker,Motor Third-Party
POL202150,CUST103798,Motor,29400.0,1236000.0,36,2022-10-14,2025-09-28,Bancassurance,Motor Third-Party
POL202151,CUST102008,Life,17100.0,510000.0,24,2024-08-12,2026-08-02,Broker,ULIP
POL202152,CUST102514,Life,21400.0,644000.0,12,2022-09-20,2023-09-15,Direct,ULIP
POL202153,CUST102315,Property,19700.0,387000.0,12,2023-06-21,2024-06-15,Broker,Property All-Risk
POL202154,CUST100048,Motor,4500.0,153000.0,12,2023-11-13,2024-11-07,Online,Motor Comprehensive
POL202155,CUST104933,Travel,15600.0,586000.0,12,2024-11-21,2025-11-16,Agent,International Travel
POL202156,CUST103333,Health,19000.0,415000.0,60,2021-08-11,2026-07-16,Agent,Critical Illness
POL202157,CUST103000,Marine,26500.0,1206000.0,24,2024-12-20,2026-12-10,Online,Marine Hull
POL202158,CUST100503,Health,8900.0,261000.0,12,2022-01-29,2023-01-24,Online,Family Floater
POL202159,CUST103894,Motor,16300.0,294000.0,6,2023-04-23,2023-10-20,Online,Motor Own-Damage
POL202160,CUST104807,Health,30900.0,808000.0,12,2022-09-29,2023-09-24,Bancassurance,Individual Health
POL202161,CUST104073,Motor,13300.0,221000.0,12,2021-01-20,2022-01-15,Agent,Motor Comprehensive
POL202162,CUST101246,Motor,5200.0,291000.0,24,2024-05-21,2026-05-11,Online,Motor Third-Party
POL202163,CUST100907,Marine,23000.0,821000.0,24,2021-11-03,2023-10-24,Bancassurance,Marine Cargo
POL202164,CUST101836,Health,17100.0,995000.0,24,2021-01-27,2023-01-17,Online,Critical Illness
POL202165,CUST100113,Motor,4200.0,179000.0,24,2022-01-01,2023-12-22,Agent,Motor Comprehensive
POL202166,CUST102757,Health,14100.0,238000.0,24,2021-09-07,2023-08-28,Bancassurance,Family Floater
POL202167,CUST102291,Life,15900.0,362000.0,24,2023-02-28,2025-02-17,Bancassurance,Endowment Plan
POL202168,CUST102513,Motor,13400.0,522000.0,36,2024-06-04,2027-05-20,Bancassurance,Motor Third-Party
POL202169,CUST104949,Motor,16500.0,254000.0,12,2022-02-20,2023-02-15,Agent,Motor Own-Damage
POL202170,CUST103275,Property,17600.0,749000.0,12,2023-01-15,2024-01-10,Online,Home Shield
POL202171,CUST102084,Motor,18300.0,994000.0,24,2022-04-19,2024-04-08,Agent,Motor Own-Damage
POL202172,CUST103917,Travel,14700.0,431000.0,12,2022-08-13,2023-08-08,Broker,Domestic Travel
POL202173,CUST101848,Motor,24300.0,1282000.0,12,2021-11-05,2022-10-31,Online,Motor Third-Party
POL202174,CUST103788,Life,23800.0,1347000.0,12,2021-02-24,2022-02-19,Broker,ULIP
POL202175,CUST104663,Life,10600.0,280000.0,12,2021-09-13,2022-09-08,Bancassurance,Term Life
POL202176,CUST104540,Motor,35000.0,1268000.0,12,2023-05-02,2024-04-26,Bancassurance,Motor Comprehensive
POL202177,CUST102594,Life,10000.0,291000.0,24,2022-06-19,2024-06-08,Agent,Endowment Plan
POL202178,CUST102349,Health,18300.0,509000.0,12,2023-09-05,2024-08-30,Bancassurance,Family Floater
POL202179,CUST101987,Health,19100.0,294000.0,12,2022-04-23,2023-04-18,Broker,Family Floater
POL202180,CUST102670,Property,7000.0,178000.0,60,2021-07-07,2026-06-11,Broker,Home Shield
POL202181,CUST104681,Travel,5900.0,299000.0,12,2022-07-26,2023-07-21,Broker,Domestic Travel
POL202182,CUST104370,Motor,11200.0,621000.0,12,2023-08-21,2024-08-15,Online,Motor Third-Party
POL202183,CUST103032,Life,22400.0,632000.0,12,2021-11-15,2022-11-10,Agent,Term Life
POL202184,CUST101411,Motor,2100.0,35000.0,36,2024-10-24,2027-10-09,Online,Motor Comprehensive
POL202185,CUST101882,Motor,12500.0,610000.0,6,2024-04-06,2024-10-03,Agent,Motor Own-Damage
POL202186,CUST101229,Motor,6700.0,312000.0,6,2023-03-13,2023-09-09,Bancassurance,Motor Third-Party
POL202187,CUST100932,Life,25900.0,719000.0,12,2024-08-15,2025-08-10,Bancassurance,Endowment Plan
POL202188,CUST100045,Life,12200.0,630000.0,12,2021-11-24,2022-11-19,Agent,ULIP
POL202189,CUST103869,Health,19300.0,948000.0,12,2024-05-28,2025-05-23,Agent,Critical Illness
POL202190,CUST103692,Travel,14900.0,286000.0,12,2024-01-31,2025-01-25,Agent,Domestic Travel
POL202191,CUST100895,Property,24000.0,886000.0,12,2024-01-12,2025-01-06,Bancassurance,Fire & Allied Perils
POL202192,CUST103437,Motor,11800.0,266000.0,36,2021-08-07,2024-07-22,Online,Motor Comprehensive
POL202193,CUST100826,Motor,10100.0,228000.0,12,2023-11-11,2024-11-05,Broker,Motor Own-Damage
POL202194,CUST101383,Life,6600.0,210000.0,24,2021-10-18,2023-10-08,Agent,Endowment Plan
POL202195,CUST101292,Health,17800.0,394000.0,60,2023-11-01,2028-10-05,Agent,Family Floater
POL202196,CUST100649,Motor,22500.0,1178000.0,24,2023-12-22,2025-12-11,Online,Motor Own-Damage
POL202197,CUST103645,Motor,7800.0,273000.0,36,2022-05-11,2025-04-25,Online,Motor Third-Party
POL202198,CUST100212,Health,14500.0,786000.0,24,2024-06-23,2026-06-13,Agent,Family Floater
POL202199,CUST102026,Health,34700.0,1376000.0,12,2021-04-30,2022-04-25,Online,Family Floater
POL202200,CUST102439,Life,12600.0,530000.0,12,2022-03-29,2023-03-24,Online,ULIP
POL202201,CUST102885,Property,7300.0,297000.0,12,2023-11-02,2024-10-27,Agent,Fire & Allied Perils
POL202202,CUST100967,Travel,12300.0,287000.0,24,2023-03-19,2025-03-08,Online,International Travel
POL202203,CUST102357,Property,11800.0,249000.0,12,2024-04-17,2025-04-12,Agent,Home Shield
POL202204,CUST103966,Health,23600.0,672000.0,12,2023-04-02,2024-03-27,Bancassurance,Family Floater
POL202205,CUST101871,Health,16600.0,750000.0,24,2023-07-24,2025-07-13,Bancassurance,Critical Illness
POL202206,CUST104750,Motor,4200.0,226000.0,6,2023-12-17,2024-06-14,Agent,Motor Comprehensive
POL202207,CUST102148,Travel,27400.0,601000.0,36,2024-09-20,2027-09-05,Agent,International Travel
POL202208,CUST103884,Health,9000.0,169000.0,12,2021-09-03,2022-08-29,Broker,Critical Illness
