claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,settlement_amount,status,fraud_flag,days_to_settle
CLM302235,POL204543,CUST103499,2025-07-12,Third-Party Liability,16000.0,,Pending,0,
CLM302236,POL206483,CUST102337,2023-01-19,Natural Calamity,71900.0,69400.0,Settled,0,66.0
CLM302237,POL205551,CUST103817,2025-09-21,Own Damage,82000.0,59700.0,Settled,0,38.0
CLM302238,POL207359,CUST104045,2025-11-16,Accident,72100.0,44600.0,Settled,0,44.0
CLM302239,POL201247,CUST103233,2024-05-11,Death,51600.0,47100.0,Settled,0,6.0
CLM302240,POL206900,CUST102510,2024-08-11,Natural Calamity,10700.0,6200.0,Settled,0,74.0
CLM302241,POL201725,CUST100821,2022-03-28,Own Damage,58200.0,42600.0,Settled,0,54.0
CLM302242,POL207800,CUST100370,2022-12-04,Accident,96100.0,95500.0,Settled,0,39.0
CLM302243,POL204450,CUST103624,2023-10-27,Accident,90000.0,,Pending,1,
CLM302244,POL207148,CUST104481,2026-05-02,Medical,24400.0,,Rejected,0,
CLM302245,POL200604,CUST104373,2023-12-03,Natural Calamity,42800.0,24200.0,Settled,0,84.0
CLM302246,POL209648,CUST103267,2025-03-22,Death,83300.0,50900.0,Settled,0,48.0
CLM302247,POL201860,CUST101560,2022-11-02,Own Damage,73700.0,64200.0,Settled,0,8.0
CLM302248,POL209085,CUST101287,2024-10-06,Own Damage,53500.0,,Pending,0,
CLM302249,POL205866,CUST103125,2022-01-07,Third-Party Liability,88400.0,50400.0,Settled,0,67.0
CLM302250,POL206090,CUST104936,2022-09-25,Third-Party Liability,78200.0,68400.0,Settled,0,40.0
CLM302251,POL205563,CUST104262,2022-05-31,Natural Calamity,87600.0,72000.0,Settled,0,49.0
CLM302252,POL203871,CUST103378,2024-05-19,Own Damage,115200.0,113500.0,Settled,0,73.0
CLM302253,POL205401,CUST101569,2024-12-24,Accident,50400.0,,Rejected,0,
CLM302254,POL209848,CUST104618,2024-09-26,Theft,77500.0,45900.0,Settled,0,54.0
CLM302255,POL203476,CUST101276,2023-06-08,Accident,45000.0,,Rejected,0,
CLM302256,POL203664,CUST103057,2024-02-13,Death,18600.0,11800.0,Settled,0,3.0
CLM302257,POL209457,CUST101118,2024-09-07,Natural Calamity,120300.0,95900.0,Settled,0,88.0
CLM302258,POL203012,CUST100070,2025-01-26,Fire,127500.0,86600.0,Settled,0,47.0
CLM302259,POL208183,CUST104502,2024-07-22,Own Damage,61300.0,41300.0,Settled,0,56.0
CLM302260,POL200399,CUST101958,2025-05-30,Theft,31100.0,25800.0,Settled,0,46.0
CLM302261,POL201615,CUST102534,2023-05-13,Theft,39000.0,29800.0,Settled,0,14.0
CLM302262,POL209673,CUST101655,2025-06-30,Medical,10400.0,8900.0,Settled,1,63.0
CLM302263,POL203953,CUST102166,2022-04-23,Fire,57700.0,48900.0,Settled,0,76.0
CLM302264,POL208622,CUST101753,2023-02-25,Medical,20700.0,12500.0,Settled,0,59.0
CLM302265,POL201179,CUST102101,2025-07-02,Medical,67600.0,38900.0,Settled,0,33.0
CLM302266,POL202376,CUST103944,2022-09-20,Own Damage,57700.0,,Pending,0,
CLM302267,POL201735,CUST101604,2026-01-09,Theft,57500.0,55000.0,Settled,0,45.0
CLM302268,POL203883,CUST101437,2023-08-28,Medical,32900.0,30000.0,Settled,0,16.0
CLM302269,POL206201,CUST104033,2023-01-20,Natural Calamity,139900.0,132400.0,Settled,0,32.0
CLM302270,POL202256,CUST102241,2026-07-12,Natural Calamity,104200.0,104000.0,Settled,0,37.0
CLM302271,POL207454,CUST104380,2024-11-12,Theft,43800.0,32100.0,Settled,0,7.0
CLM302272,POL209880,CUST100427,2024-07-02,Death,73800.0,67000.0,Settled,0,84.0
CLM302273,POL207351,CUST101939,2022-03-18,Natural Calamity,76500.0,54700.0,Settled,0,87.0
CLM302274,POL200267,CUST102841,2022-09-30,Accident,55600.0,30700.0,Settled,0,5.0
CLM302275,POL208916,CUST101250,2022-05-12,Own Damage,78400.0,57600.0,Settled,0,26.0
CLM302276,POL200216,CUST103996,2025-01-03,Own Damage,78300.0,,Rejected,0,
CLM302277,POL206092,CUST100554,2024-07-14,Third-Party Liability,31600.0,21400.0,Settled,0,64.0
CLM302278,POL207033,CUST101832,2023-10-28,Fire,62200.0,52300.0,Settled,0,89.0
CLM302279,POL206060,CUST101161,2023-05-08,Third-Party Liability,52400.0,42600.0,Settled,0,74.0
CLM302280,POL201981,CUST103361,2024-04-02,Theft,48700.0,28300.0,Settled,0,51.0
CLM302281,POL208263,CUST101727,2024-08-24,Death,29200.0,,Pending,0,
CLM302282,POL200019,CUST100613,2024-10-30,Natural Calamity,18600.0,18000.0,Settled,0,80.0
CLM302283,POL209468,CUST100988,2024-02-21,Fire,28300.0,,Rejected,1,
CLM302284,POL206111,CUST103940,2023-03-01,Medical,37100.0,30700.0,Settled,0,9.0
CLM302285,POL201343,CUST103721,2024-05-09,Medical,58100.0,37300.0,Settled,0,8.0
CLM302286,POL204664,CUST100600,2021-07-30,Death,46900.0,28400.0,Settled,0,31.0
CLM302287,POL201150,CUST104394,2024-02-10,Own Damage,113100.0,62900.0,Settled,0,56.0
CLM302288,POL203711,CUST101487,2026-03-26,Death,41100.0,35300.0,Settled,0,82.0
CLM302289,POL203318,CUST102926,2024-07-26,Natural Calamity,112800.0,64400.0,Settled,0,47.0
CLM302290,POL200122,CUST102261,2021-12-09,Fire,45300.0,31300.0,Settled,0,13.0
CLM302291,POL204425,CUST102694,2025-06-21,Medical,35200.0,26900.0,Settled,0,74.0
CLM302292,POL200833,CUST101164,2024-07-18,Death,23300.0,,Pending,0,
CLM302293,POL202716,CUST100674,2025-06-09,Accident,49900.0,,Rejected,0,
CLM302294,POL208455,CUST102414,2022-09-01,Theft,24300.0,,Rejected,0,
CLM302295,POL203635,CUST101797,2024-03-22,Own Damage,43200.0,36300.0,Settled,0,21.0
CLM302296,POL209403,CUST100358,2024-03-03,Third-Party Liability,10600.0,,Rejected,0,
CLM302297,POL201412,CUST101384,2021-11-12,Medical,26100.0,21000.0,Settled,0,28.0
CLM302298,POL203356,CUST100602,2022-10-26,Natural Calamity,51000.0,41000.0,Settled,0,6.0
CLM302299,POL206327,CUST100191,2023-11-16,Accident,59000.0,52600.0,Settled,0,78.0
CLM302300,POL208293,CUST100986,2025-12-16,Theft,149900.0,84600.0,Settled,0,29.0
CLM302301,POL205850,CUST102721,2026-01-01,Natural Calamity,68600.0,68500.0,Settled,0,19.0
CLM302302,POL208705,CUST102476,2024-10-23,Theft,128400.0,111900.0,Settled,1,13.0
CLM302303,POL205428,CUST100363,2024-09-16,Death,69600.0,,Pending,0,
CLM302304,POL208034,CUST102259,2024-10-06,Third-Party Liability,55200.0,42900.0,Settled,0,50.0
CLM302305,POL205401,CUST101569,2024-12-26,Own Damage,85500.0,,Rejected,0,
CLM302306,POL209248,CUST103025,2026-04-15,Own Damage,52200.0,,Pending,0,
CLM302307,POL200718,CUST100243,2025-11-01,Natural Calamity,35700.0,26200.0,Settled,0,29.0
CLM302308,POL209957,CUST103989,2023-09-23,Third-Party Liability,57200.0,39400.0,Settled,1,85.0
CLM302309,POL201802,CUST100635,2024-04-30,Accident,21100.0,,Pending,0,
CLM302310,POL202821,CUST104314,2022-08-06,Medical,10000.0,,Pending,0,
CLM302311,POL206982,CUST101598,2021-11-11,Theft,51000.0,47500.0,Settled,0,74.0
CLM302312,POL200065,CUST103749,2023-06-11,Accident,109400.0,75400.0,Settled,0,87.0
CLM302313,POL206387,CUST100759,2023-08-11,Theft,137400.0,115000.0,Settled,0,89.0
CLM302314,POL204055,CUST104868,2022-02-04,Accident,29400.0,28200.0,Settled,0,57.0
CLM302315,POL202040,CUST101463,2023-03-09,Third-Party Liability,33400.0,24400.0,Settled,0,56.0
CLM302316,POL207100,CUST100141,2024-11-05,Natural Calamity,68200.0,,Rejected,0,
CLM302317,POL206271,CUST104892,2021-10-31,Theft,83600.0,66000.0,Settled,0,88.0
CLM302318,POL203416,CUST101694,2022-06-25,Natural Calamity,84700.0,84300.0,Settled,0,83.0
CLM302319,POL206990,CUST102075,2023-02-05,Death,43900.0,,Pending,0,
CLM302320,POL205175,CUST100638,2023-09-24,Own Damage,30200.0,,Rejected,0,
CLM302321,POL203693,CUST102785,2023-09-23,Third-Party Liability,31500.0,,Pending,1,
CLM302322,POL203424,CUST104284,2022-10-07,Fire,80500.0,72700.0,Settled,0,23.0
CLM302323,POL206921,CUST100975,2024-09-23,Medical,13200.0,,Pending,0,
CLM302324,POL204045,CUST104025,2023-03-12,Fire,82600.0,,Pending,0,
CLM302325,POL204129,CUST100608,2025-03-09,Accident,144400.0,88000.0,Settled,0,83.0
CLM302326,POL204733,CUST104616,2023-09-12,Natural Calamity,37600.0,,Rejected,0,
CLM302327,POL204481,CUST101087,2024-04-03,Own Damage,147000.0,,Pending,0,
CLM302328,POL208703,CUST104757,2022-12-05,Medical,7600.0,4900.0,Settled,0,3.0
CLM302329,POL207261,CUST101555,2024-11-14,Third-Party Liability,77500.0,49300.0,Settled,0,68.0
CLM302330,POL208142,CUST103900,2024-04-18,Natural Calamity,29400.0,23300.0,Settled,1,42.0
CLM302331,POL207447,CUST104354,2025-10-23,Accident,79600.0,,Pending,0,
CLM302332,POL209515,CUST100432,2025-09-22,Third-Party Liability,23200.0,16500.0,Settled,0,67.0
CLM302333,POL203924,CUST102361,2021-02-03,Fire,59300.0,33800.0,Settled,0,23.0
CLM302334,POL202497,CUST102374,2023-08-09,Natural Calamity,64900.0,58100.0,Settled,0,27.0
CLM302335,POL206986,CUST101400,2023-02-16,Theft,89600.0,61800.0,Settled,0,4.0
CLM302336,POL204632,CUST102592,2023-04-16,Own Damage,46700.0,36300.0,Settled,0,45.0
CLM302337,POL202769,CUST103782,2025-08-27,Third-Party Liability,47300.0,27500.0,Settled,0,86.0
CLM302338,POL206828,CUST104537,2024-01-20,Fire,12200.0,11100.0,Settled,0,59.0
CLM302339,POL200645,CUST104698,2023-12-25,Death,9900.0,6200.0,Settled,0,15.0
CLM302340,POL205104,CUST101162,2025-04-24,Medical,68400.0,47200.0,Settled,0,57.0
CLM302341,POL201785,CUST104463,2022-05-01,Natural Calamity,38400.0,,Rejected,0,
CLM302342,POL204097,CUST102467,2021-10-19,Natural Calamity,52100.0,,Rejected,0,
CLM302343,POL201686,CUST101337,2021-07-20,Medical,13800.0,7900.0,Settled,0,18.0
CLM302344,POL201582,CUST103487,2023-09-27,Theft,33900.0,32000.0,Settled,0,43.0
CLM302345,POL205169,CUST103437,2022-01-29,Theft,82600.0,49400.0,Settled,0,43.0
CLM302346,POL205698,CUST100758,2024-03-06,Own Damage,45700.0,26600.0,Settled,0,28.0
CLM302347,POL207781,CUST104635,2025-08-22,Theft,53200.0,35200.0,Settled,0,49.0
CLM302348,POL209426,CUST104386,2021-12-09,Death,39300.0,,Rejected,0,
CLM302349,POL200781,CUST103719,2023-11-26,Accident,82900.0,69200.0,Settled,0,77.0
CLM302350,POL207535,CUST104469,2025-08-10,Natural Calamity,70600.0,61800.0,Settled,0,35.0
CLM302351,POL206140,CUST100837,2024-03-04,Third-Party Liability,39700.0,39200.0,Settled,0,23.0
CLM302352,POL204808,CUST104397,2022-10-23,Theft,45400.0,,Pending,1,
CLM302353,POL204230,CUST103582,2023-06-27,Natural Calamity,36500.0,29700.0,Settled,0,3.0
CLM302354,POL205929,CUST101049,2026-01-11,Own Damage,28800.0,,Pending,0,
CLM302355,POL205559,CUST101368,2025-02-02,Death,179900.0,172800.0,Settled,0,9.0
CLM302356,POL201460,CUST101795,2025-03-27,Fire,78900.0,,Pending,0,
CLM302357,POL204376,CUST103641,2023-12-15,Own Damage,17500.0,13700.0,Settled,0,65.0
CLM302358,POL206884,CUST100562,2025-06-10,Fire,51400.0,,Rejected,0,
CLM302359,POL209574,CUST100676,2025-07-02,Third-Party Liability,59400.0,,Rejected,0,
CLM302360,POL206207,CUST100867,2023-04-24,Accident,8000.0,5300.0,Settled,0,64.0
CLM302361,POL209413,CUST100109,2026-05-06,Death,92700.0,82000.0,Settled,0,10.0
CLM302362,POL202931,CUST103215,2022-09-26,Own Damage,75400.0,49000.0,Settled,0,77.0
CLM302363,POL201307,CUST102630,2026-01-14,Own Damage,110500.0,110200.0,Settled,0,37.0
CLM302364,POL209759,CUST100080,2022-05-05,Natural Calamity,141300.0,100400.0,Settled,0,54.0
CLM302365,POL203095,CUST103953,2025-05-25,Fire,7900.0,6900.0,Settled,0,44.0
CLM302366,POL202386,CUST100934,2024-09-26,Death,9000.0,7700.0,Settled,0,87.0
CLM302367,POL200929,CUST104878,2022-09-11,Death,39200.0,35900.0,Settled,0,86.0
CLM302368,POL203679,CUST102524,2025-01-03,Natural Calamity,8700.0,7600.0,Settled,0,9.0
CLM302369,POL202733,CUST102194,2021-08-16,Death,32600.0,29500.0,Settled,0,16.0
CLM302370,POL204868,CUST100370,2022-08-22,Own Damage,23100.0,22300.0,Settled,0,78.0
CLM302371,POL200357,CUST104447,2025-06-24,Third-Party Liability,51600.0,42000.0,Settled,0,9.0
CLM302372,POL209352,CUST104197,2025-08-21,Theft,36800.0,35800.0,Settled,0,21.0
CLM302373,POL204714,CUST100867,2022-02-03,Accident,77400.0,68100.0,Settled,0,61.0
CLM302374,POL203534,CUST104192,2025-09-03,Third-Party Liability,125200.0,120000.0,Settled,0,32.0
CLM302375,POL208813,CUST102208,2022-10-03,Own Damage,30300.0,20100.0,Settled,0,35.0
CLM302376,POL205745,CUST103160,2025-06-23,Death,37100.0,30100.0,Settled,0,87.0
CLM302377,POL208731,CUST103793,2023-05-24,Death,38500.0,,Pending,1,
CLM302378,POL203058,CUST102226,2024-08-14,Third-Party Liability,50200.0,,Pending,0,
CLM302379,POL203252,CUST103976,2022-07-01,Own Damage,26600.0,16100.0,Settled,0,66.0
CLM302380,POL201016,CUST102390,2022-05-14,Natural Calamity,86500.0,79400.0,Settled,0,6.0
CLM302381,POL200049,CUST104960,2023-06-28,Fire,67500.0,,Pending,0,
CLM302382,POL203743,CUST104337,2025-11-18,Theft,26600.0,,Pending,0,
CLM302383,POL207978,CUST102958,2022-06-28,Third-Party Liability,11200.0,10200.0,Settled,0,87.0
CLM302384,POL208196,CUST100479,2022-08-20,Medical,135600.0,119000.0,Settled,0,45.0
CLM302385,POL209702,CUST101940,2023-02-22,Third-Party Liability,82400.0,74200.0,Settled,0,50.0
CLM302386,POL203868,CUST102524,2022-11-13,Death,6800.0,4700.0,Settled,0,74.0
CLM302387,POL205516,CUST102658,2023-05-03,Own Damage,198400.0,163300.0,Settled,0,56.0
CLM302388,POL205875,CUST103129,2022-12-14,Natural Calamity,95900.0,92900.0,Settled,0,35.0
CLM302389,POL209023,CUST102403,2021-06-17,Natural Calamity,68400.0,55300.0,Settled,0,37.0
CLM302390,POL207215,CUST102755,2024-08-30,Third-Party Liability,29600.0,,Rejected,0,
CLM302391,POL204224,CUST104001,2021-10-01,Own Damage,77500.0,52200.0,Settled,0,43.0
CLM302392,POL205279,CUST104630,2023-12-13,Third-Party Liability,11500.0,8200.0,Settled,0,53.0
CLM302393,POL209904,CUST100979,2022-04-11,Accident,36700.0,23800.0,Settled,0,34.0
CLM302394,POL202960,CUST102757,2022-08-31,Third-Party Liability,103000.0,,Rejected,1,
CLM302395,POL201168,CUST102853,2023-07-13,Accident,51300.0,45100.0,Settled,0,40.0
CLM302396,POL209907,CUST101831,2023-04-06,Natural Calamity,83100.0,56500.0,Settled,0,11.0
CLM302397,POL209898,CUST104505,2022-11-30,Natural Calamity,18600.0,16000.0,Settled,0,51.0
CLM302398,POL202677,CUST103628,2025-04-15,Fire,29700.0,,Rejected,0,
CLM302399,POL205145,CUST100850,2026-01-14,Third-Party Liability,67400.0,39500.0,Settled,0,17.0
CLM302400,POL201739,CUST103261,2024-03-30,Natural Calamity,77600.0,,Pending,1,
CLM302401,POL208786,CUST103911,2024-04-16,Death,50700.0,,Rejected,0,
CLM302402,POL207761,CUST102769,2023-10-09,Fire,65900.0,41300.0,Settled,0,61.0
CLM302403,POL201344,CUST101690,2025-04-07,Death,58500.0,,Pending,0,
CLM302404,POL200020,CUST104508,2022-11-22,Theft,39400.0,29100.0,Settled,0,17.0
CLM302405,POL209618,CUST103995,2022-02-18,Death,37300.0,29700.0,Settled,0,69.0
CLM302406,POL204795,CUST104470,2022-02-24,Fire,56200.0,43000.0,Settled,0,79.0
CLM302407,POL202116,CUST104311,2023-08-09,Natural Calamity,43800.0,31100.0,Settled,1,64.0
CLM302408,POL203709,CUST100883,2022-08-13,Natural Calamity,87200.0,60600.0,Settled,0,31.0
CLM302409,POL203038,CUST102881,2022-08-23,Third-Party Liability,89600.0,,Pending,0,
CLM302410,POL202588,CUST102155,2024-12-20,Medical,47600.0,,Rejected,0,
CLM302411,POL208186,CUST104366,2023-04-07,Third-Party Liability,39800.0,29000.0,Settled,0,33.0
CLM302412,POL204548,CUST104803,2025-06-02,Own Damage,72700.0,67300.0,Settled,0,23.0
CLM302413,POL201678,CUST101011,2026-05-05,Theft,83000.0,67400.0,Settled,0,8.0
CLM302414,POL205068,CUST100420,2024-07-11,Death,6000.0,4200.0,Settled,0,8.0
CLM302415,POL208609,CUST101743,2023-09-20,Accident,72600.0,49400.0,Settled,0,27.0
CLM302416,POL204230,CUST103582,2023-03-03,Fire,124500.0,114200.0,Settled,0,88.0
CLM302417,POL207147,CUST102816,2025-11-25,Third-Party Liability,88500.0,69400.0,Settled,0,65.0
CLM302418,POL209109,CUST101243,2021-07-23,Theft,54100.0,,Pending,0,
CLM302419,POL205938,CUST101529,2025-09-18,Accident,164100.0,130500.0,Settled,1,35.0
CLM302420,POL209820,CUST103583,2024-04-22,Third-Party Liability,72300.0,69800.0,Settled,0,19.0
CLM302421,POL206126,CUST100651,2022-01-21,Natural Calamity,39400.0,30800.0,Settled,0,74.0
CLM302422,POL200719,CUST102480,2022-03-01,Fire,95100.0,,Rejected,0,
CLM302423,POL206853,CUST103359,2022-08-20,Medical,48800.0,48000.0,Settled,0,64.0
CLM302424,POL208728,CUST102952,2022-11-14,Own Damage,94600.0,62100.0,Settled,0,5.0
CLM302425,POL203531,CUST103839,2026-02-25,Accident,62900.0,54000.0,Settled,0,9.0
CLM302426,POL205506,CUST100279,2021-12-24,Theft,51100.0,32300.0,Settled,0,70.0
CLM302427,POL203133,CUST102329,2025-06-13,Fire,61200.0,42500.0,Settled,0,50.0
CLM302428,POL204573,CUST100381,2025-04-17,Medical,31600.0,29600.0,Settled,0,88.0
CLM302429,POL204862,CUST104290,2022-04-12,Accident,35100.0,,Rejected,0,
CLM302430,POL207519,CUST102292,2024-01-08,Death,76900.0,63400.0,Settled,0,75.0
CLM302431,POL206350,CUST104486,2024-03-22,Third-Party Liability,80400.0,56600.0,Settled,0,46.0
CLM302432,POL207303,CUST104409,2025-12-04,Theft,123600.0,71000.0,Settled,0,73.0
CLM302433,POL204261,CUST103433,2021-10-02,Accident,60800.0,44200.0,Settled,0,47.0
CLM302434,POL208105,CUST100224,2023-07-11,Accident,72800.0,57700.0,Settled,0,8.0
CLM302435,POL201869,CUST104375,2025-06-07,Natural Calamity,15800.0,,Rejected,0,
CLM302436,POL201046,CUST101311,2025-12-17,Fire,25800.0,,Pending,0,
CLM302437,POL202719,CUST104712,2025-07-20,Third-Party Liability,44100.0,29100.0,Settled,0,89.0
CLM302438,POL200525,CUST104972,2023-01-18,Own Damage,56500.0,55600.0,Settled,0,6.0
CLM302439,POL202218,CUST104050,2025-01-22,Own Damage,29700.0,26700.0,Settled,0,62.0
CLM302440,POL206906,CUST101063,2022-03-30,Natural Calamity,82300.0,74100.0,Settled,0,17.0
CLM302441,POL203348,CUST101741,2025-01-13,Natural Calamity,50100.0,28400.0,Settled,0,54.0
CLM302442,POL206506,CUST100739,2023-07-30,Fire,44900.0,,Rejected,0,
CLM302443,POL200694,CUST103716,2024-12-15,Death,70900.0,42600.0,Settled,0,83.0
CLM302444,POL208422,CUST100788,2023-08-31,Fire,64300.0,40700.0,Settled,0,83.0
CLM302445,POL206224,CUST103740,2024-06-26,Third-Party Liability,40500.0,31100.0,Settled,0,3.0
CLM302446,POL208317,CUST100237,2024-12-10,Own Damage,71700.0,,Pending,0,
CLM302447,POL207412,CUST101951,2025-03-14,Theft,46200.0,41900.0,Settled,0,78.0
CLM302448,POL204788,CUST103747,2024-12-20,Accident,54300.0,,Pending,0,
CLM302449,POL204590,CUST103967,2025-07-28,Own Damage,90100.0,,Rejected,0,
CLM302450,POL203585,CUST100627,2025-10-22,Accident,94700.0,85200.0,Settled,0,68.0
CLM302451,POL204864,CUST104875,2022-03-01,Third-Party Liability,68600.0,52700.0,Settled,0,51.0
CLM302452,POL204764,CUST100761,2022-06-02,Medical,61700.0,40000.0,Settled,0,45.0
CLM302453,POL203223,CUST100366,2021-11-27,Theft,46900.0,,Rejected,0,
CLM302454,POL202330,CUST102483,2026-03-16,Death,37000.0,36000.0,Settled,1,17.0
CLM302455,POL201233,CUST102144,2024-10-25,Third-Party Liability,173100.0,166400.0,Settled,0,72.0
CLM302456,POL201717,CUST102748,2021-12-23,Accident,122400.0,102700.0,Settled,0,47.0
CLM302457,POL201656,CUST104693,2024-03-18,Natural Calamity,42600.0,33800.0,Settled,0,69.0
CLM302458,POL208069,CUST104257,2024-11-07,Accident,73000.0,49400.0,Settled,0,25.0
CLM302459,POL204882,CUST104454,2024-12-31,Accident,90600.0,61200.0,Settled,0,18.0
CLM302460,POL201999,CUST101747,2023-06-03,Medical,24500.0,17500.0,Settled,0,14.0
CLM302461,POL208973,CUST100278,2025-01-20,Fire,54700.0,54500.0,Settled,0,86.0
CLM302462,POL202043,CUST101738,2023-07-22,Own Damage,63700.0,46100.0,Settled,0,61.0
CLM302463,POL201813,CUST104138,2026-05-04,Fire,144800.0,124700.0,Settled,1,55.0
CLM302464,POL201137,CUST102645,2025-04-17,Fire,59200.0,37900.0,Settled,0,81.0
CLM302465,POL204195,CUST102155,2021-09-17,Accident,18800.0,15800.0,Settled,0,20.0
CLM302466,POL202722,CUST102952,2024-05-10,Natural Calamity,96000.0,79300.0,Settled,0,14.0
CLM302467,POL209866,CUST100775,2022-12-15,Natural Calamity,91200.0,54800.0,Settled,0,60.0
CLM302468,POL200297,CUST104095,2024-02-12,Accident,54000.0,,Pending,1,
CLM302469,POL204904,CUST104999,2024-01-18,Own Damage,37300.0,21700.0,Settled,1,53.0
CLM302470,POL201206,CUST102582,2026-03-24,Third-Party Liability,61000.0,55700.0,Settled,0,55.0
CLM302471,POL204769,CUST102660,2022-11-02,Natural Calamity,63900.0,62000.0,Settled,0,43.0
CLM302472,POL205168,CUST103295,2024-06-14,Accident,96100.0,91500.0,Settled,0,40.0
CLM302473,POL201454,CUST103700,2024-10-23,Medical,49700.0,,Pending,0,
CLM302474,POL208645,CUST101996,2024-11-18,Fire,112900.0,,Pending,0,
CLM302475,POL209725,CUST103992,2024-01-21,Theft,36500.0,24900.0,Settled,0,8.0
CLM302476,POL209660,CUST103961,2023-05-29,Theft,76100.0,64000.0,Settled,0,75.0
CLM302477,POL209063,CUST101074,2024-01-07,Theft,24200.0,13700.0,Settled,0,50.0
CLM302478,POL202999,CUST101731,2024-02-18,Natural Calamity,67000.0,48400.0,Settled,0,37.0
CLM302479,POL204371,CUST103681,2022-07-14,Medical,32500.0,,Rejected,0,
CLM302480,POL203961,CUST104365,2024-04-09,Own Damage,38700.0,25900.0,Settled,0,67.0
CLM302481,POL201515,CUST103148,2023-05-20,Natural Calamity,27700.0,18800.0,Settled,0,67.0
CLM302482,POL202215,CUST100742,2025-07-30,Death,70800.0,50800.0,Settled,0,25.0
CLM302483,POL206338,CUST102435,2023-12-08,Death,37300.0,32700.0,Settled,0,10.0
CLM302484,POL204913,CUST101444,2024-05-22,Theft,16200.0,13600.0,Settled,0,57.0
CLM302485,POL200718,CUST100243,2025-03-09,Fire,17800.0,,Pending,0,
CLM302486,POL206469,CUST100917,2023-08-02,Own Damage,127300.0,,Pending,0,
CLM302487,POL209467,CUST100091,2025-09-02,Own Damage,81300.0,66900.0,Settled,1,19.0
CLM302488,POL208397,CUST100712,2022-04-06,Medical,30700.0,,Pending,0,
CLM302489,POL203630,CUST100786,2023-05-04,Accident,7700.0,6900.0,Settled,0,85.0
CLM302490,POL202770,CUST102587,2023-02-21,Medical,25600.0,23500.0,Settled,0,30.0
CLM302491,POL207108,CUST100854,2024-09-16,Fire,71000.0,44100.0,Settled,0,29.0
CLM302492,POL208598,CUST100057,2022-02-09,Fire,99900.0,,Pending,0,
CLM302493,POL205750,CUST100354,2022-09-06,Death,145000.0,117900.0,Settled,0,12.0
CLM302494,POL206449,CUST104467,2022-10-08,Theft,58500.0,34200.0,Settled,0,37.0
CLM302495,POL204595,CUST101143,2025-02-19,Third-Party Liability,30800.0,20200.0,Settled,0,41.0
CLM302496,POL208920,CUST101343,2022-04-24,Third-Party Liability,20600.0,,Rejected,0,
CLM302497,POL203764,CUST100974,2023-12-12,Natural Calamity,50000.0,36800.0,Settled,0,20.0
CLM302498,POL202392,CUST100700,2026-06-18,Own Damage,9800.0,8500.0,Settled,0,45.0
CLM302499,POL200141,CUST102235,2023-10-03,Death,39000.0,36500.0,Settled,0,24.0
CLM302500,POL203292,CUST101812,2021-08-08,Theft,95800.0,72200.0,Settled,0,55.0
CLM302501,POL200786,CUST103669,2023-12-26,Accident,93300.0,82000.0,Settled,0,65.0
CLM302502,POL200186,CUST100122,2025-02-10,Accident,31600.0,19500.0,Settled,0,40.0
CLM302503,POL205081,CUST100570,2024-04-18,Accident,70100.0,,Pending,0,
CLM302504,POL204790,CUST102596,2024-04-09,Medical,66600.0,,Rejected,0,
CLM302505,POL203385,CUST101713,2025-05-25,Theft,28700.0,25200.0,Settled,0,11.0
CLM302506,POL203767,CUST103163,2024-11-17,Own Damage,59700.0,,Pending,0,
CLM302507,POL205132,CUST101012,2025-09-23,Accident,12500.0,8900.0,Settled,0,68.0
CLM302508,POL209479,CUST100651,2025-02-19,Fire,20900.0,18600.0,Settled,0,42.0
CLM302509,POL201915,CUST100118,2024-06-23,Death,65000.0,56100.0,Settled,0,88.0
CLM302510,POL207830,CUST103164,2024-05-11,Death,12500.0,,Rejected,0,
CLM302511,POL200669,CUST101728,2024-11-11,Death,8600.0,5700.0,Settled,0,84.0
CLM302512,POL209357,CUST103493,2023-08-21,Theft,80000.0,55700.0,Settled,0,77.0
CLM302513,POL203385,CUST101713,2025-04-14,Third-Party Liability,10200.0,,Rejected,0,
CLM302514,POL207721,CUST101504,2024-07-31,Third-Party Liability,28100.0,19600.0,Settled,0,8.0
CLM302515,POL206062,CUST100856,2022-09-08,Death,125100.0,,Rejected,0,
CLM302516,POL203345,CUST103404,2025-01-31,Medical,19000.0,17500.0,Settled,0,43.0
CLM302517,POL202427,CUST102361,2022-07-05,Natural Calamity,74500.0,,Rejected,0,
CLM302518,POL205799,CUST100862,2021-07-07,Medical,35000.0,,Pending,0,
CLM302519,POL201274,CUST101229,2022-03-31,Accident,51100.0,,Rejected,0,
CLM302520,POL206832,CUST103763,2023-08-26,Natural Calamity,28700.0,25500.0,Settled,0,29.0
CLM302521,POL200486,CUST103619,2025-02-21,Theft,84800.0,,Rejected,0,
CLM302522,POL207423,CUST101581,2026-08-21,Death,63600.0,40000.0,Settled,0,88.0
CLM302523,POL207212,CUST104297,2024-06-21,Medical,78900.0,49600.0,Settled,0,52.0
CLM302524,POL206968,CUST102643,2023-06-26,Fire,86400.0,56200.0,Settled,0,13.0
CLM302525,POL208954,CUST104380,2022-09-27,Natural Calamity,76700.0,,Pending,0,
CLM302526,POL201457,CUST103737,2024-09-05,Third-Party Liability,52900.0,42700.0,Settled,1,24.0
